#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2024-12-11T19:44:58 [V7.4.2]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2024-12-11T19:44:58   Query execution date
#INFO request=https://vizier.cfa.harvard.edu/viz-bin/asu-txt?-oc.form=sexa&-out.max=99999&-source=J/A+A/605/A103/hd20794&-order=I&-out=RJD&-out=RV&-out=e_RV&-out=BIS&-out=FWHM&-out=Halpha&-out=logR&apos;(HK)&-#out=NaD1&-out=NaD2&-out=3AP2-1&-out=3AP3-2&-out=6AP2-1&-out=6AP3-2&-out=6AP4-3&-out=6AP5-4&-out=6AP6-5&-out=9AP2-1&-out=9AP3-2&-out=9AP4-3&-out=9AP5-4&-out=9AP6-5&-out=9AP7-6&-out=9AP8-7&-out=9AP9-8&   Full request #URL (POST)
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=7.4.2   Software version
#INFO publisher=CDS   Data centre that produced the VOTable

#RESOURCE=yCat_36050103
#Name: J/A+A/605/A103
#Title: HD20794 HARPS radial velocities (Feng+, 2017)
#INFO ivoid=ivo://cds.vizier/j/a+a/605/a103     IVOID of underlying data collection     
#INFO creator=Feng F.     First author or institution     
#INFO cites=bibcode:2017A&A...605A.103F     Article or Data origin sources     
#INFO editor=Astronomy and Astrophysics     Editor name (article)     
#INFO original_date=2017     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/605/A103     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.36050103     Dataset identifier that can be used for citation     
#INFO publication_date=2017-09-18     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Table J_A_A_605_A103_hd20794:
#Name: J/A+A/605/A103/hd20794
#Title: HARPS radial velocities for HD20794 and corresponding noise proxies
#---Details of Columns:
#    RJD (d)      (F11.5) Reduced Julian Date (JD-2400000) [ucd=time.epoch]
#    RV (m/s)     (F9.5)  Radial velocity variation [ucd=phys.veloc;arith.diff]
#    e_RV (m/s)   (F8.5)  rms uncertainty on radial velocity [ucd=stat.error]
#    BIS (m/s)    (F9.5)  Bisector span of the cross-correlation function [ucd=phys.veloc]
#    FWHM (km/s)  (F8.5)  Cross-correlation function (CCF) FWHM [ucd=spect.line.width]
#    Halpha       (F8.5)  Activity index H-alpha [ucd=spect.index;em.line.Halpha]
#    logR'(HK)    (F8.5)  Activity index logR'(HK) [ucd=meta.code;spect.index;em.opt.R]
#    NaD1         (F8.5)  Activity index Sodium NaD1 [ucd=spect.index]
#    NaD2 (m/s)   (F8.5)  Activity index Sodium NaD2 [ucd=spect.index]
#    3AP2-1 (m/s) (F8.5)  Differential radial velocity 3AP2-1 [ucd=phys.veloc;arith.diff]
#    3AP3-2 (m/s) (F8.5)  Differential radial velocity 3AP3-2 [ucd=phys.veloc;arith.diff]
#    6AP2-1 (m/s) (F8.5)  Differential radial velocity 6AP2-1 [ucd=phys.veloc;arith.diff]
#    6AP3-2 (m/s) (F8.5)  Differential radial velocity 6AP3-2 [ucd=phys.veloc;arith.diff]
#    6AP4-3 (m/s) (F8.5)  Differential radial velocity 6AP4-3 [ucd=phys.veloc;arith.diff]
#    6AP5-4 (m/s) (F8.5)  Differential radial velocity 6AP5-4 [ucd=phys.veloc;arith.diff]
#    6AP6-5 (m/s) (F8.5)  Differential radial velocity 6AP6-5 [ucd=phys.veloc;arith.diff]
#    9AP2-1 (m/s) (F8.5)  Differential radial velocity 9AP2-1 [ucd=phys.veloc;arith.diff]
#    9AP3-2 (m/s) (F8.5)  Differential radial velocity 9AP3-2 [ucd=phys.veloc;arith.diff]
#    9AP4-3 (m/s) (F8.5)  Differential radial velocity 9AP4-3 [ucd=phys.veloc;arith.diff]
#    9AP5-4 (m/s) (F8.5)  Differential radial velocity 9AP5-4 [ucd=phys.veloc;arith.diff]
#    9AP6-5 (m/s) (F8.5)  Differential radial velocity 9AP6-5 [ucd=phys.veloc;arith.diff]
#    9AP7-6 (m/s) (F8.5)  Differential radial velocity 9AP7-6 [ucd=phys.veloc;arith.diff]
#    9AP8-7 (m/s) (F8.5)  Differential radial velocity 9AP8-7 [ucd=phys.veloc;arith.diff]
#    9AP9-8 (m/s) (F9.5)  Differential radial velocity 9AP9-8 [ucd=phys.veloc;arith.diff]
#----------- --------- -------- --------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- #---------
#                      e_                 FWH               l                 Na       3AP2     3AP3     6AP2     6AP3     6AP4     6AP5     6AP6     9AP2     9AP3     9AP4     9AP5     9AP6     9AP7     9AP8     #9AP      
#RJD (d)     RV (m/s)  RV (m/s) BIS (m/s) M (km/s) Halpha   ogR'(HK) NaD1     D2 (m/s) -1 (m/s) -2 (m/s) -1 (m/s) -2 (m/s) -3 (m/s) -4 (m/s) -5 (m/s) -1 (m/s) -2 (m/s) -3 (m/s) -4 (m/s) -5 (m/s) -6 (m/s) -7 (m/s) #9-8 (m/s)
#----------- --------- -------- --------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- #---------
RJD RV e_RV BIS FWHM Halpha logR'(HK) NaD1 NaD2 3AP2-1 3AP3-2 6AP2-1 6AP3-2 6AP4-3 6AP5-4 6AP6-5 9AP2-1 9AP3-2 9AP4-3 9AP5-4 9AP6-5 9AP7-6 9AP8-7 9AP9-8
55882.59487  -4.09744  0.46696 -42.86240  6.40062  0.16408  0.96843  0.70337  0.48895  0.68923  2.77937  0.16526  0.58017  0.12266  3.46207 -2.05810  3.95051 -0.67505  1.03439 -2.32634  3.10243  1.67046 -0.05741  -0.69063
55882.59607  -3.77815  0.45044 -41.99161  6.39916  0.16371  0.96843  0.70317  0.49016  1.79035  0.56253  3.48853  0.99390 -0.22724 -0.05101  1.98362  2.80530  0.32950  1.33463 -0.39227  0.72850  0.41051 -1.89464   4.13999
55882.59725  -4.16087  0.43631 -42.83127  6.40126  0.16329  0.96831  0.70299  0.48909  0.19971  3.06496 -1.51367  0.75297 -0.28966  2.87445  0.91019 -1.08403 -1.11921  0.68850 -1.01531  2.31482  1.21738  1.29426   0.52595
55882.59844  -5.01582  0.44808 -40.77077  6.39803  0.16454  0.96837  0.70220  0.48996  1.09488  3.26352  1.64428  0.13743  0.97419  3.11132 -0.82282  0.00908  3.43626 -0.86612 -2.33819  5.63917  1.91154 -2.92066  -1.07629
55882.59965  -3.35505  0.45964 -42.10948  6.39623  0.16324  0.96866  0.70259  0.48826  0.53010  4.46015 -1.19232  0.97207 -0.22914  4.83929 -0.75003 -0.39700 -0.40307  0.25680  0.57822  0.35932  4.92821 -0.73326  -3.45228
55882.60083  -3.32610  0.45458 -43.11078  6.39880  0.16162  0.96856  0.70349  0.48866  1.81607  3.90763  0.22221  1.94624 -0.34681  3.17828  2.46328  0.58750 -0.21902  1.47004 -0.01504  1.10742  2.97656 -0.63416   3.10715
55882.60203  -4.55799  0.47957 -40.11469  6.39463  0.16318  0.96783  0.70328  0.48884  0.93175  4.12345 -0.20549 -0.30432  2.40809  3.46490 -1.26238 -3.30042  1.58048 -1.02283  1.17685  2.38337  3.07216 -1.32535  -1.69196
55882.60323  -4.91040  0.45263 -41.37176  6.39669  0.16238  0.96872  0.70265  0.48850 -0.19115  2.70639 -3.97583  0.68464  0.29481  2.14571  1.18864 -1.88754 -0.69898 -0.63949  1.39308  0.12979  2.66563 -0.93493  -0.53909
55882.60443  -5.01316  0.43878 -42.36593  6.39472  0.16394  0.96791  0.70231  0.48983  0.47193  2.53141  1.14221 -0.76739  1.74708  0.88219  2.32275  3.72836 -1.94696 -0.83815  1.91026  1.49735 -0.22856  2.47814  -0.10114
55882.60562  -5.91987  0.45262 -41.39274  6.39658  0.16236  0.96810  0.70145  0.48805  2.30813  4.14440 -1.42199  2.34290  0.62869  3.37938  1.32069 -1.03801 -0.08248  2.62330 -1.86642  3.08599  2.78441  0.27287  -0.92018
55882.60680  -3.22902  0.43095 -41.62932  6.39730  0.16374  0.96773  0.70180  0.48832  0.16261  3.05649  0.65468  0.43667 -0.82929  3.38148  0.16692 -2.22240  1.59039 -0.20234 -0.94267  1.54050  2.51472  0.31703  -1.83344
55882.61005  -5.51960  0.43326 -42.10187  6.39827  0.16442  0.96840  0.70294  0.49027  3.05897  2.02248 -0.19722  3.47821 -0.68517  2.87051 -1.52121  3.45823 -1.47982  3.44040 -0.47246  0.63234  2.96066 -5.16640   7.09479
55882.61124  -3.90864  0.42470 -41.42252  6.39600  0.16356  0.96965  0.70171  0.48987  0.41187  1.79259  0.26849  0.57553 -0.43043  2.43406 -1.26762  3.81611 -2.84977  0.86930 -0.92515  2.92236  0.25595  0.40996  -1.48065
55882.61245  -3.49454  0.42204 -40.64024  6.40082  0.16276  0.96840  0.70324  0.48756  2.62141  0.77960  0.50871  2.36754  0.22481  1.50848 -2.38968 -2.66081  0.36984  2.28879 -0.78592  2.84283 -0.16356 -2.92235   4.21955
55882.61362  -4.30037  0.44140 -42.30408  6.39980  0.16434  0.96909  0.70234  0.48776  2.00601  2.83286 -3.75464  4.04424 -1.94318  3.48808  0.67421 -6.43534  0.63810  2.98375 -0.52156 -0.59796  3.07092  1.90867  -3.36651
55882.61484  -3.89329  0.45490 -41.86995  6.39708  0.16244  0.96901  0.70081  0.48926 -1.06581  3.47609 -0.06593 -1.45607  0.75717  2.89793  0.63588 -2.64374  0.10400 -1.87154  0.17632  2.70372  1.49581 -0.03342   1.01321
55882.61602  -4.01655  0.43712 -41.45202  6.39995  0.16329  0.96941  0.70227  0.48769  1.76921  3.64025  0.41358  0.75889  1.66775  4.03301 -3.26046  2.03415 -2.91173  1.39536  0.92583  2.34919  3.47232 -3.88395   0.69957
55882.61720  -4.23369  0.48469 -41.64718  6.39721  0.16388  0.96872  0.70297  0.49111  0.76580  4.03658 -3.93541  2.13780 -0.65621  4.49940 -0.43905 -0.51330 -0.04326  0.52401  0.01780  0.86591  3.55251 -1.27242   3.03507
55882.61839  -4.93608  0.47326 -41.28173  6.39960  0.16298  0.96737  0.70261  0.48781  2.40776  4.21402  0.52603  1.46386  1.50987  4.42536 -2.46452  0.42377  0.64502  1.94192 -1.60372  3.44470  3.23292 -4.40057   8.09383
55882.61959  -2.87230  0.48199 -41.39020  6.40062  0.16211  0.96936  0.70166  0.49079  2.04723  1.89055  0.66685  1.26175  1.12971  1.02252  0.96053 -3.17775  1.14194  0.98243  1.16089  0.36379  1.27952 -0.72147   1.94408
55882.62078  -4.91450  0.49107 -39.96518  6.39939  0.16343  0.96927  0.70188  0.48810 -0.04035  2.73202 -1.68322  0.05928  0.61296  2.25489  0.52826 -1.40179 -3.11003  1.14933 -1.08270  2.98316  0.30954  1.51940   0.75030
55882.62201  -2.93341  0.48182 -41.32160  6.39926  0.16345  0.96790  0.70170  0.48853 -0.49656  5.45446  1.72844 -1.59052  1.20480  4.93411 -0.09065  1.11667  1.00566 -2.07974  0.94957  1.10417  3.81675  1.15139   0.37008
55882.62319  -4.56058  0.51423 -42.01469  6.39854  0.16159  0.96923  0.70303  0.49052  1.53292  4.05307 -1.49740  2.12854 -0.38916  3.60642  1.65967  0.69562 -2.44502  1.89416 -0.50147  2.81021  1.37221  2.78816  -1.83856
55882.62572  -2.99922  0.51867 -41.10525  6.40302  0.16320  0.96940  0.70177  0.49026 -0.01135  2.84921  1.03853  0.71058 -1.83410  3.38648  0.81716  0.70067  0.47072  0.44226 -1.37079  0.48262  3.66071 -3.46509   5.73514
55882.62690  -3.90850  0.49593 -41.84900  6.40184  0.16316  0.96864  0.70155  0.49161  1.33816  1.49742  1.78366  0.73307  0.28467  1.01421  0.94514  1.52470 -0.27008  1.52994 -1.08172  1.41053  1.07293 -1.22811   2.61883
55882.62809  -3.51039  0.50001 -42.70642  6.39880  0.16286  0.96997  0.70149  0.49099  1.60746  1.56195 -0.36960  1.88054 -0.32902  1.31757  1.07507 -4.90144  0.97623  0.88350  2.55343 -2.52678  2.24164 -1.84725   5.79746
55882.62925  -3.78344  0.47409 -42.08651  6.40071  0.16275  0.96892  0.70191  0.48843  1.74717  2.32528  2.95412  0.57861  0.73377  1.98529 -0.00182  7.97617 -1.34986  0.74448  1.03065  0.12664  2.89973 -4.65173   6.95924
55882.63048  -3.45179  0.48757 -42.13825  6.40128  0.16373  0.96992  0.70050  0.49052  1.22608  2.92927  1.34349  1.35005 -0.88689  2.70953  1.72002 -0.30587  0.09887  1.32499 -0.28733  0.23352  2.55233 -1.18147   5.26761
55882.63167  -6.34921  0.48038 -43.31736  6.39838  0.16345  0.96833  0.70103  0.49106  3.13771  6.50094  1.01190  1.27602  2.99602  5.39068 -0.78411 -0.50192  0.70054  0.61809  2.96050  0.88872  5.79399 -1.18022  -1.96025
55882.63286  -2.97416  0.46875 -42.25481  6.39876  0.16235  0.96888  0.70053  0.49085  2.20293  3.19825 -0.83975  2.13727  0.52088  2.48245  1.30040 -4.58255  0.66799  1.16385  0.91169  1.85318  0.61013  1.18307   3.05126
55882.63407  -4.26742  0.45478 -42.19818  6.39671  0.16382  0.96836  0.70210  0.48958  1.28203  3.69108  2.25503  1.14087 -0.82475  4.12792 -0.14426  1.88631  2.66966  0.54843 -1.84425  1.65953  3.19349  1.04908  -2.81899
55882.63527  -6.14638  0.45160 -44.02950  6.39686  0.16304  0.96897  0.70119  0.49261  0.87668  3.43062  2.62777 -0.06686  0.47318  2.98474  0.63456  2.76731  1.84492 -0.82793  0.01952  1.64506  2.28984 -1.62297   4.98477
55882.63644  -3.39140  0.50421 -42.55736  6.39942  0.16338  0.96899  0.70090  0.48976  2.63389  3.23614  1.49669  3.12644 -1.64023  3.85566  0.40174  2.04068 -0.37967  2.29898  0.41140  0.03754  2.69278  1.64826  -2.40508
55882.63767  -4.54768  0.47570 -44.29062  6.40015  0.16326  0.96960  0.70235  0.48769  2.46047  5.41716  1.90006  0.50616  2.69715  3.63224  1.50600  4.51488 -0.12408  1.03530  0.19517  2.45491  3.14828  0.59458   1.96522
55882.63885  -6.30397  0.46443 -40.61574  6.39751  0.16273  0.96855  0.70132  0.48942  1.45989  3.73931 -2.47546  2.40862 -0.57213  3.28490  1.97935 -1.87618  1.91301  0.56680  1.18185 -1.56385  3.46494  1.61774   0.88003
55882.64180  -6.85332  0.49258 -44.04479  6.39682  0.16253  0.96743  0.70091  0.49134  3.78577  1.75896  2.64161  2.46349  1.16498  1.14974  0.18398  5.51593  0.05340  2.58591 -0.35766  2.31033  0.03873  1.68740  -2.70569
55882.64302  -5.85928  0.50917 -43.17937  6.39979  0.16184  0.96738  0.70405  0.49233  1.33074  4.49256 -1.65409  0.28457  2.79258  3.10796  0.19088 -1.01951 -0.47921 -1.08824  4.17583 -0.01423  3.47002 -1.79997   2.67336
55882.64422  -4.04685  0.51073 -43.36197  6.39880  0.16169  0.96894  0.70345  0.49020  2.91929  2.29996  0.51660  3.68321 -1.68289  4.14833 -2.83325  1.57261 -1.58182  3.11322  1.48925 -1.86500  4.77845 -4.20975   1.47625
55882.64542  -5.07981  0.52126 -43.50764  6.39692  0.16354  0.96690  0.70105  0.48978  1.71577  3.91251 -0.02350  1.87054 -0.27671  5.17540 -2.98983  3.67602 -1.17657  1.61857 -0.40447  1.41896  3.20365  0.91423  -3.06671
55882.64659  -5.36005  0.49162 -42.78345  6.39862  0.16294  0.96853  0.70276  0.48979  2.30527  2.70873 -3.84888  3.48236 -0.37199  2.24817  1.72445  3.37402 -4.73239  3.70293 -1.70656  4.23054  0.30361 -2.03761   6.89738
55882.64779  -3.23880  0.47236 -41.70489  6.39778  0.16270  0.96816  0.70213  0.48864  2.03666  2.00889 -2.17644  2.71723 -0.20628  1.76377  0.94208 -2.07592 -0.57561  2.82902 -1.43047  1.85845  0.64974  0.80467   1.55778
55882.64900  -5.70693  0.47384 -41.21829  6.39891  0.16296  0.96723  0.70271  0.48992  0.93615  3.55702 -2.66957  1.77982 -0.27627  3.38570  0.82053  0.43664 -1.98681  0.78068  0.44727  2.03382  2.30135 -1.26113   2.16331
55882.65020  -6.29685  0.46736 -42.77089  6.39790  0.16319  0.96818  0.70307  0.48830  1.74385  2.85976  0.75944  0.97259  1.08124  1.42485  2.56689  1.84106 -0.30762  0.95295  0.42885  1.30428  1.52167 -0.80665   4.21222
55882.65139  -4.87219  0.46704 -41.61297  6.39675  0.16156  0.96733  0.70362  0.49030  2.02504  4.08400  4.24572 -0.05631  1.82903  3.21022  0.05651  0.11857  2.81084 -0.44942  0.72842  2.12717  2.44351  2.48770  -6.96334
55882.65260  -6.97817  0.50216 -40.23374  6.39781  0.16202  0.96937  0.70157  0.49100  2.27954  2.28378  4.43985  1.16934 -0.07900  2.36569 -0.12038  3.02490  0.47118  1.79893 -1.55714  2.82001  2.04208 -3.64714   3.84130
55882.65380  -4.43811  0.46886 -43.87542  6.39784  0.16249  0.96873  0.70140  0.48911  1.88714  3.39373  0.35047  1.08229  1.33849  3.28730 -1.43635  0.36788  0.07793  0.79442  0.69033  1.63786  3.76190 -4.25840   1.76474
55882.65497  -5.12929  0.47148 -43.63207  6.39647  0.16374  0.96800  0.70254  0.49106  1.61502  3.93304  1.49877  0.15271  2.02038  5.31635 -6.34437  0.46517  1.37481 -0.61075  0.92866  2.75463  4.67938 -4.73087  -3.79341
55882.65867  -5.59751  0.50525 -43.78223  6.39838  0.16266  0.96719  0.70060  0.49037  0.99648  6.18079 -3.01874  0.98721  1.50142  5.77074 -0.77742 -3.38200  0.41355 -0.28901  0.93101  2.49225  5.34288 -3.71611   3.83729
55882.65989  -4.25872  0.50169 -43.67757  6.39664  0.16312  0.96980  0.70157  0.48752  2.64557  3.79185  0.32366  2.38592  0.32939  3.15532  1.29441  1.02425 -0.33951  1.64914  0.72533  1.61538  3.27783 -1.89583   0.68127
55882.66109  -6.66836  0.45970 -41.62970  6.39733  0.16259  0.96848  0.70288  0.48669  2.28299  2.81479  1.08887  1.91909  0.13916  1.87071  2.49472  2.10262  0.47623  1.24574  0.63693  0.48889  0.96200  2.87882   0.04941
55882.66227  -4.41016  0.48379 -41.19008  6.39954  0.16304  0.96851  0.70330  0.48825  2.47596  2.11608  0.27585  1.67972  1.36601  1.75540 -0.77128  3.91578 -2.67734  2.23220  0.60459  1.89530  0.78347 -2.02438   4.89371
55882.66348  -6.30979  0.44307 -43.84467  6.39752  0.16344  0.96952  0.70397  0.48877  3.25329  4.90038  1.50125  1.43649  2.65107  3.19988  1.31969  0.31178  1.17762  0.88873  0.20846  4.84841  0.06282  4.05968  -1.70949
55882.66464  -6.20439  0.45590 -40.60973  6.39555  0.16442  0.96844  0.70255  0.48839  3.54617  1.88506 -1.69246  3.55687  0.83271  1.43085  0.17453  0.84838 -1.41527  2.97726 -0.81501  4.86821 -1.89771  2.41372  -1.66756
55882.66586  -5.47919  0.45809 -42.27353  6.39771  0.16382  0.96940  0.70234  0.48724  1.45257  5.14485 -2.79120  1.60825  1.09136  4.75087 -0.33951 -3.03735 -1.18504  0.99437  1.00872  1.97666  3.96071 -0.86334  -0.47420
55882.66706  -4.09936  0.46087 -42.38014  6.39748  0.16373  0.96836  0.70097  0.48819  2.14709  5.44871  1.00557  1.38683  0.92500  5.05667 -0.12443  2.60960 -1.40969  1.74890  0.45963  1.28326  4.67787 -0.63504   0.34549
55882.66824  -5.70448  0.45742 -41.16086  6.39756  0.16305  0.96722  0.70388  0.48903  4.65947  3.62209  1.24604  3.81188  0.96343  2.39634  2.14000  0.30718  0.04935  3.70941  0.63783  1.40690  2.41343 -0.61476   2.08789
55882.66945  -5.18072  0.45103 -43.10342  6.39569  0.16423  0.96822  0.70160  0.48939  2.23523  5.14407  2.33089 -0.07281  3.17525  3.36070  0.78238  1.16002  0.32311 -0.28113  2.33342  2.09420  2.69902  0.90226  -0.99766
55882.67063  -6.25125  0.44701 -41.18751  6.39692  0.16448  0.96791  0.70077  0.48996  4.07143  3.20845  1.37394  2.59474  2.10895  1.32865  2.50679  4.25190 -0.78675  2.87830 -0.38771  3.95894  0.48769  0.20988   0.81744
55882.67181  -6.07957  0.44697 -42.69597  6.39449  0.16417  0.96896  0.70057  0.48941  3.32325  4.31839  0.47068  2.65827  1.03292  4.27175 -1.23938 -2.32701  2.12287  1.58449  0.51556  2.11331  2.09938  2.17249  -2.31104
55882.67538  -6.40056  0.45590 -43.19325  6.39522  0.16341  0.96924  0.70038  0.49161  2.43130  3.18440  1.44681  1.34641  1.32520  1.51809  2.84455 -3.24899  2.66251  0.29754  0.52824  2.82484 -0.03425  3.44278  -2.76519
55882.67658  -5.36801  0.47748 -42.79631  6.39492  0.16322  0.96784  0.70186  0.48956  2.55634  3.45541  0.58547  1.51436  1.67558  2.20465  1.25826 -1.02838  0.38003  1.76498 -0.40846  2.97474  1.30556  1.15151  -1.30468
55882.67779  -5.15309  0.48102 -42.53157  6.39644  0.16361  0.96756  0.70056  0.48903  2.12459  4.11231 -0.42070  1.60109  1.20550  3.13053  1.13948 -1.31864  0.49215  0.53637  1.69761  1.18571  3.08342 -2.35775   4.53980
55882.67900  -4.81936  0.47625 -44.77689  6.39670  0.16424  0.96839  0.70211  0.48990  2.59309  4.29027  1.97988  1.26389  1.51322  2.38213  3.27254 -2.42430  4.56604  0.45432 -2.03873  4.97593  0.45600  1.99333   1.89599
55882.68019  -5.06653  0.50774 -41.90026  6.39807  0.16356  0.96812  0.70183  0.49029  1.83528  4.48487  1.21975  1.89147 -0.71369  4.05652  2.06986 -0.27096  1.17611  2.00250 -2.41286  2.71479  3.01120  1.73524  -1.89335
55882.68138  -4.93431  0.48083 -43.75038  6.39831  0.16423  0.96866  0.70137  0.49035  1.55140  3.71067 -0.83871  0.66707  2.11721  1.38743  3.64791 -3.35864 -0.23196  0.07041  2.62819  0.75854  1.13109  1.16584   3.78798
55882.68258  -5.30894  0.47844 -44.12843  6.39681  0.16373  0.96911  0.70156  0.48937  1.30940  5.38044 -1.02429  0.56615  1.96619  4.54663 -0.31310 -3.22577 -0.29249  1.82770 -3.55164  6.78807  2.93179 -1.66904  -0.18502
55882.68376  -6.07408  0.47489 -43.59519  6.39524  0.16403  0.96772  0.70273  0.48960  2.00349  4.91331  2.76820  0.64674  1.15350  4.03259  0.90533  2.09787  2.13744 -0.67429  0.80205  2.77671  0.85950  4.99965  -2.50719
55882.68499  -3.79377  0.48829 -41.24643  6.39777  0.16337  0.96921  0.70271  0.48879  2.88306  2.30171  0.79547  2.83812 -0.33222  2.66420 -0.55489  1.38064 -1.02587  3.33784 -0.33289  0.21929  1.47211  2.88734  -3.32715
55882.68617  -5.70206  0.47165 -41.49264  6.39519  0.16438  0.96948  0.70266  0.49082  2.93295  5.35568  4.39341  1.88559 -0.26573  5.00769  1.29110  1.03834  5.73872 -0.21157 -0.84479  2.84304  3.53509  0.87852  -1.14323
55882.68735  -5.34751  0.47986 -44.87712  6.39690  0.16341  0.96854  0.70384  0.49067  2.99279  3.09256 -0.96296  3.86449 -1.16141  2.38732  3.48581 -2.32129  1.10644  4.15683 -3.66626  2.92026  1.78726  1.89861  -1.38281
55882.68854  -4.16581  0.45075 -42.82205  6.39516  0.16515  0.96828  0.70180  0.49020  3.29983  2.11188 -0.62421  2.33653  2.17251  0.35607  2.01456 -0.26975  1.10533  1.45024  1.48154  1.24220 -0.26245  3.59205  -3.89567
55882.69258  -4.12241  0.59501 -41.15256  6.39991  0.16204  0.96703  0.70290  0.48960  5.22425  4.76332  2.41320  4.00710  1.15725  5.65721 -3.87197 -0.99956  5.59931  3.10077 -2.01471  3.26441  4.96099 -1.45298  -5.75277
55882.69379  -5.52715  0.47154 -42.33148  6.39798  0.16388  0.96904  0.70022  0.48932  2.65436  4.04105  2.78406  1.74070  0.30303  3.87597  0.05956  4.39201  0.05295  1.74128 -0.07781  1.31451  3.05958  0.02540   0.75993
55882.69498  -6.94758  0.48952 -43.88672  6.39535  0.16171  0.96711  0.70069  0.48952  2.90581  5.39948 -1.19714  4.00006 -1.47892  4.92540  3.32140  0.54562 -0.75708  3.99566 -2.56598  2.57047  3.29554  1.95942   2.40901
55882.69619  -5.83445  0.55154 -38.28634  6.39825  0.16025  0.96883  0.70323  0.49191  1.78147  5.47744  1.42960  0.71235  1.33099  4.64372  0.57897 -4.12532  2.25788  0.74459  0.50982  0.39801  4.53380  1.11221  -0.09314
55882.69740  -5.70600  0.40272 -43.03339  6.39127  0.16551  0.96867  0.70410  0.48927  2.49255  5.50085  0.90776  1.74116  0.97367  5.21392 -0.52913  2.17093 -0.49019  1.44510  0.12109  2.82183  4.68614 -2.21940  -0.76324
55882.69858 -10.43847  0.43167 -42.69907  6.39510  0.16396  0.97014  0.70603  0.48786  2.29419  6.31714  3.73201  0.57585  1.43543  6.27712 -1.85076  0.14135  2.14328 -0.21928  1.33909  2.01064  4.71193  0.47301  -2.71547
55882.69976  -8.32594  0.42203 -42.53224  6.39341  0.16364  0.96993  0.70431  0.48830  2.88064  4.86702  1.73705  1.39310  1.96189  5.09473 -3.34616 -1.01840  0.08660  1.65713  0.54372  2.82637  3.82528 -1.19602  -3.19078
55882.70096  -6.13293  0.39519 -43.71483  6.39236  0.16467  0.96822  0.70430  0.49011  2.78852  4.94034 -0.71837  1.47594  2.91641  3.01315  1.52292 -1.12936  0.01434  1.39727  0.97794  2.69113  1.85014  1.85012   0.78845
55882.70214  -9.52537  0.39335 -41.73179  6.39343  0.16560  0.96844  0.70284  0.48948  3.07593  6.56106  2.84680  1.39584  1.71485  5.53526  0.55095  1.26433  0.64225  1.58798  0.11469  2.96182  3.81763  2.90081  -3.87727
55882.70333  -7.20403  0.41029 -42.18840  6.39458  0.16463  0.96887  0.70203  0.49088  3.03579  3.77305  2.60757  1.70406  1.20521  3.01038  0.52906  0.82846  1.22495  1.23744  0.63875  2.18818  2.31336 -1.18388   2.01400
55882.70454  -9.37619  0.43259 -43.45721  6.39434  0.16391  0.97188  0.70256  0.49187  3.12196  5.35101  1.99169  2.14739  0.85839  4.91687  0.07813  0.57245  1.61044  1.32093  1.52410  0.07453  4.57170 -0.41533   2.49364
55882.70573  -6.12719  0.41958 -41.38682  6.39622  0.16403  0.97264  0.70472  0.48930  2.61099  3.84316 -1.27223  2.84428  0.20669  4.30776 -1.61439  0.90630 -0.92442  3.10906 -1.74297  2.88071  3.00265 -1.49358   1.26579
55882.70852  -5.15156  0.39267 -42.62687  6.39408  0.16447  0.97071  0.70473  0.49166  2.74703  3.07884  1.25579  2.67838 -0.52803  3.37582 -0.13236 -0.91593  1.27520  2.02808  0.62189 -0.50990  2.91890  1.08653  -1.30812
55882.70973  -5.23615  0.41957 -40.87256  6.39514  0.16438  0.96911  0.70442  0.49185  0.90222  3.20161 -1.58838  1.49405 -0.30612  4.32737 -2.78819 -4.31278  0.09039  0.49505  1.58909 -0.44578  4.03495 -1.78076  -1.85468
55882.71092  -4.55269  0.41806 -43.45786  6.39762  0.16427  0.96954  0.70423  0.49008  1.29085  3.14590  0.35264  1.05714  0.26285  3.53114 -1.48320  2.72470 -1.36858  1.45671 -0.42172  1.24451  3.23470 -0.31088  -4.04377
55882.71212  -4.48994  0.41798 -42.32672  6.39605  0.16494  0.96879  0.70399  0.48964  2.65253  2.32854 -1.53066  2.63514  0.84529  2.50785 -1.68887 -0.84340  0.12467  1.66564  0.89190  1.38373  1.46603 -1.92985   3.07914
55882.71326  -5.30760  0.40660 -43.16942  6.39445  0.16457  0.96800  0.70382  0.48984  0.96779  4.12022  0.46060  0.45604  0.74912  3.71399  0.12421  1.21320  0.67682  0.18266 -0.76639  2.46577  2.58417  0.40262  -0.10680
